id,msg_sum,msg_avg,rec_sum,rec_avg,msg_word_count,rec_word_count
1,140.71000000000004,2.468596491228071,119.17000000000002,2.336666666666667,57,51
2,162.61999999999998,2.356811594202898,100.32,2.3885714285714283,69,42
3,50.44,2.401904761904762,54.06,2.3504347826086955,21,23
4,143.33000000000004,2.471206896551725,183.13,2.5792957746478873,58,71
5,26.04,2.17,52.98000000000001,2.4081818181818186,12,22
6,134.99999999999997,2.755102040816326,49.540000000000006,2.4770000000000003,49,20
7,84.92999999999999,2.7396774193548383,81.13000000000001,2.7043333333333335,31,30
8,167.66,2.4655882352941174,122.70000000000005,2.6673913043478272,68,46
9,167.64,2.4295652173913043,181.28000000000006,2.6272463768115952,69,69
10,88.75000000000003,2.5357142857142865,86.83000000000001,2.553823529411765,35,34
11,177.55,2.432191780821918,204.09999999999997,2.4297619047619046,73,84
12,202.29000000000005,2.437228915662651,147.15000000000006,2.6276785714285724,83,56
13,237.15000000000003,2.395454545454546,136.31,2.3501724137931035,99,58
14,88.28000000000002,2.3231578947368425,127.30000000000003,2.357407407407408,38,54
15,123.79,2.4272549019607843,147.91999999999996,2.3858064516129027,51,62
16,122.42999999999999,2.498571428571428,117.37000000000002,2.6675000000000004,49,44
17,61.12000000000002,2.657391304347827,55.47,2.4117391304347824,23,23
18,117.60999999999997,2.5023404255319144,120.10000000000002,2.729545454545455,47,44
19,169.28000000000006,2.351111111111112,153.51000000000002,2.436666666666667,72,63
20,96.02000000000001,2.3419512195121954,37.75,2.2205882352941178,41,17
21,158.1800000000001,2.433538461538463,50.91999999999999,2.5459999999999994,65,20
22,179.03,2.5575714285714284,168.87000000000003,2.313287671232877,70,73
23,193.87000000000003,2.5849333333333337,81.38000000000001,2.3935294117647063,75,34
24,138.59,2.4748214285714285,65.58000000000001,2.7325000000000004,56,24
25,168.75000000000009,2.3437500000000013,103.54,2.654871794871795,72,39
26,235.92,2.6213333333333333,196.28,2.5826315789473684,90,76
27,160.32000000000005,2.5858064516129042,143.74000000000004,2.566785714285715,62,56
28,260.5600000000001,2.529708737864079,267.99000000000007,2.5045794392523373,103,107
29,99.04999999999998,2.303488372093023,203.36000000000007,2.3646511627906985,43,86
30,197.77000000000004,2.503417721518988,125.39000000000003,2.458627450980393,79,51
31,86.18,2.611515151515152,38.629999999999995,2.971538461538461,33,13
32,159.82000000000005,2.4215151515151523,177.09,2.683181818181818,66,66
33,69.68000000000002,2.5807407407407417,52.44,2.622,27,20
34,132.84999999999997,2.29051724137931,159.43000000000006,2.491093750000001,58,64
35,57.970000000000006,2.3188000000000004,63.03,2.4242307692307694,25,26
36,212.86000000000013,2.2644680851063845,114.78000000000002,2.250588235294118,94,51
37,139.06,2.5283636363636366,139.28000000000003,2.678461538461539,55,52
38,102.59,2.5021951219512197,112.21000000000002,2.3874468085106386,41,47
39,117.62000000000002,2.502553191489362,133.72,2.90695652173913,47,46
40,76.97,2.7489285714285714,113.69000000000001,2.706904761904762,28,42
41,256.5900000000001,2.4437142857142864,233.64000000000013,2.539565217391306,105,92
42,165.5700000000001,2.508636363636365,101.59,2.6048717948717948,66,39
43,85.49,2.249736842105263,134.94000000000005,2.595000000000001,38,52
44,149.06000000000003,2.2247761194029856,62.17000000000001,2.4868000000000006,67,25
45,51.180000000000014,2.1325000000000007,100.5,2.576923076923077,24,39
46,188.20000000000016,2.3822784810126603,51.46,2.3390909090909093,79,22
47,268.1100000000001,2.628529411764707,98.30000000000001,2.656756756756757,102,37
48,131.40000000000003,2.920000000000001,52.24999999999999,2.4880952380952377,45,21
49,66.21,2.6483999999999996,51.46,2.573,25,20
50,165.52000000000004,2.5078787878787883,236.58000000000007,2.3896969696969705,66,99
51,229.26000000000008,2.6351724137931045,149.91,2.5408474576271187,87,59
52,47.84000000000001,2.3920000000000003,42.99,2.3883333333333336,20,18
53,127.64000000000006,2.5027450980392167,122.39000000000003,2.4478000000000004,51,50
54,57.71,2.2196153846153845,158.19000000000008,2.3610447761194044,26,67
55,140.20000000000007,2.417241379310346,76.77,2.5589999999999997,58,30
56,85.13000000000001,2.837666666666667,35.81,2.7546153846153847,30,13
57,138.37,2.385689655172414,163.57,2.4413432835820896,58,67
58,61.18,2.549166666666667,39.03,2.787857142857143,24,14
59,53.48000000000001,2.971111111111112,32.67999999999999,2.9709090909090903,18,11
60,169.5700000000001,2.6495312500000017,167.19000000000003,2.653809523809524,64,63
61,103.69,2.5290243902439022,101.21000000000004,2.4685365853658547,41,41
62,151.56999999999996,2.4847540983606553,253.55000000000013,2.6139175257731972,61,97
63,124.01000000000003,2.530816326530613,161.79000000000002,2.489076923076923,49,65
64,63.50999999999999,2.5403999999999995,68.07000000000001,2.618076923076923,25,26
65,137.23,2.495090909090909,88.66000000000001,2.6076470588235297,55,34
66,54.620000000000005,2.600952380952381,51.18000000000001,2.4371428571428573,21,21
67,172.37000000000012,2.3940277777777794,126.22000000000001,2.4273076923076924,72,52
68,113.60999999999999,2.469782608695652,106.62,2.4231818181818183,46,44
69,199.81000000000003,2.6290789473684213,279.4,2.563302752293578,76,109
70,117.37,2.3474,90.20000000000002,2.312820512820513,50,39
