id,msg_sum,msg_avg,rec_sum,rec_avg,msg_word_count,rec_word_count
1,140.71000000000004,2.468596491228071,119.17000000000002,2.336666666666667,57,51
2,162.61999999999998,2.356811594202898,100.32,2.3885714285714283,69,42
3,50.44,2.401904761904762,54.06,2.3504347826086955,21,23
4,26.04,2.17,52.98000000000001,2.4081818181818186,12,22
5,167.66,2.4655882352941174,122.70000000000005,2.6673913043478272,68,46
6,88.75000000000003,2.5357142857142865,86.83000000000001,2.553823529411765,35,34
7,177.55,2.432191780821918,204.09999999999997,2.4297619047619046,73,84
8,61.12000000000002,2.657391304347827,55.47,2.4117391304347824,23,23
9,117.60999999999997,2.5023404255319144,120.10000000000002,2.729545454545455,47,44
10,96.02000000000001,2.3419512195121954,37.75,2.2205882352941178,41,17
11,138.59,2.4748214285714285,65.58000000000001,2.7325000000000004,56,24
12,168.75000000000009,2.3437500000000013,103.54,2.654871794871795,72,39
13,160.32000000000005,2.5858064516129042,143.74000000000004,2.566785714285715,62,56
14,99.04999999999998,2.303488372093023,203.36000000000007,2.3646511627906985,43,86
15,86.18,2.611515151515152,38.629999999999995,2.971538461538461,33,13
16,159.82000000000005,2.4215151515151523,177.09,2.683181818181818,66,66
17,69.68000000000002,2.5807407407407417,52.44,2.622,27,20
18,132.84999999999997,2.29051724137931,159.43000000000006,2.491093750000001,58,64
19,57.970000000000006,2.3188000000000004,63.03,2.4242307692307694,25,26
20,102.59,2.5021951219512197,112.21000000000002,2.3874468085106386,41,47
21,117.62000000000002,2.502553191489362,133.72,2.90695652173913,47,46
22,85.49,2.249736842105263,134.94000000000005,2.595000000000001,38,52
23,149.06000000000003,2.2247761194029856,62.17000000000001,2.4868000000000006,67,25
24,51.180000000000014,2.1325000000000007,100.5,2.576923076923077,24,39
25,131.40000000000003,2.920000000000001,52.24999999999999,2.4880952380952377,45,21
26,66.21,2.6483999999999996,51.46,2.573,25,20
27,47.84000000000001,2.3920000000000003,42.99,2.3883333333333336,20,18
28,57.71,2.2196153846153845,158.19000000000008,2.3610447761194044,26,67
29,169.5700000000001,2.6495312500000017,167.19000000000003,2.653809523809524,64,63
30,63.50999999999999,2.5403999999999995,68.07000000000001,2.618076923076923,25,26
31,137.23,2.495090909090909,88.66000000000001,2.6076470588235297,55,34
32,54.620000000000005,2.600952380952381,51.18000000000001,2.4371428571428573,21,21
33,113.60999999999999,2.469782608695652,106.62,2.4231818181818183,46,44
34,199.81000000000003,2.6290789473684213,279.4,2.563302752293578,76,109
35,117.37,2.3474,90.20000000000002,2.312820512820513,50,39
36,173.70999999999998,2.446619718309859,143.43999999999997,2.516491228070175,71,57
37,83.75000000000001,2.5378787878787885,54.63,2.3752173913043477,33,23
38,157.39,2.5385483870967738,115.27000000000001,2.5615555555555556,62,45
39,198.58999999999997,2.6836486486486484,212.74000000000004,2.6929113924050636,74,79
40,125.78000000000002,2.6761702127659577,133.29,2.6135294117647057,47,51
41,127.6,2.8355555555555556,165.35000000000005,2.7558333333333342,45,60
42,49.33,2.596315789473684,13.99,2.3316666666666666,19,6
43,52.510000000000005,2.5004761904761907,68.53999999999999,2.4478571428571425,21,28
44,97.55999999999999,2.6367567567567565,73.67999999999999,2.8338461538461535,37,26
45,81.95,2.3414285714285716,168.26999999999995,2.58876923076923,35,65
46,103.20000000000003,2.4571428571428577,56.40000000000001,2.3500000000000005,42,24
47,53.96000000000001,2.6980000000000004,19.38,2.7685714285714282,20,7
48,167.11000000000004,2.695322580645162,155.12000000000006,2.6291525423728825,62,59
49,44.85000000000001,2.491666666666667,47.71000000000001,2.8064705882352947,18,17
50,154.84000000000003,2.4193750000000005,132.35000000000002,2.4063636363636367,64,55
51,79.46,2.4078787878787877,84.98,2.575151515151515,33,33
52,151.68000000000004,2.486557377049181,194.07000000000005,2.7333802816901414,61,71
53,192.28,2.4971428571428573,147.97000000000003,2.348730158730159,77,63
54,95.51,2.5134210526315792,37.750000000000014,2.5166666666666675,38,15
55,125.32000000000004,2.457254901960785,43.96,2.313684210526316,51,19
56,67.60000000000001,2.4142857142857146,114.33000000000004,2.4854347826086967,28,46
57,32.79,2.049375,61.860000000000014,2.2911111111111118,16,27
58,135.53000000000003,2.336724137931035,100.90000000000002,2.5871794871794878,58,39
59,69.71,2.4037931034482756,129.48000000000002,2.6975000000000002,29,48
60,102.40000000000002,2.5600000000000005,61.940000000000005,2.4776000000000002,40,25
61,135.33000000000004,2.553396226415095,90.15,2.575714285714286,53,35
62,122.91999999999999,2.2349090909090905,113.33000000000001,2.764146341463415,55,41
63,73.31000000000002,2.715185185185186,132.78000000000003,2.825106382978724,27,47
64,63.72,2.5488,82.91,2.5124242424242422,25,33
65,20.7,2.3,66.10000000000001,2.4481481481481486,9,27
66,84.20000000000002,2.716129032258065,96.39000000000001,2.7540000000000004,31,35
67,147.40000000000003,2.7296296296296303,135.26000000000002,2.7604081632653066,54,49
68,92.71000000000002,2.3177500000000006,69.87999999999998,2.254193548387096,40,31
69,123.83000000000001,2.4280392156862747,168.76000000000002,2.678730158730159,51,63
70,195.55000000000004,2.5070512820512825,55.5,2.3125,78,24
71,107.44999999999999,2.620731707317073,118.85999999999999,2.7641860465116275,41,43
72,164.10999999999999,2.5642187499999998,120.28000000000002,2.9336585365853662,64,41
73,173.84000000000003,2.414444444444445,362.96000000000004,2.341677419354839,72,155
74,126.17000000000004,2.4263461538461546,148.42000000000007,2.5589655172413805,52,58
75,119.93000000000002,2.7256818181818185,103.45999999999998,2.523414634146341,44,41
